author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293085068/;Москва;sale;flat;5;6;5;260.9;576554399;Хамовники;Бутиковский переулок;5;Парк Культуры;Бутиковский 5
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307694363/;Москва;sale;flat;4;6;-1;385.0;600000000;Хамовники; Усачева;11К;Спортивная;Садовые кварталы
ID 113238809;homeowner;https://www.cian.ru/sale/flat/308346886/;Москва;sale;flat;6;9;2;35.3;8888888;;;к24;Крёкшино;Новое Внуково ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304572948/;Москва;sale;flat;3;14;1;39.0;9300000;Ново-Переделкино; Шолохова;2;Новопеределкино;
ID 13544436;realtor;https://www.cian.ru/sale/flat/306452386/;Москва;sale;flat;7;16;1;24.0;9450000;; Сальвадора Дали;1к3;Прокшино;
Основа;developer;https://www.cian.ru/sale/flat/293623772/;Москва;sale;flat;6;28;1;43.5;17182500;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
Екатерина Боброва;realtor;https://www.cian.ru/sale/flat/308798471/;Москва;sale;flat;9;9;2;50.0;17500000;Северное Тушино; Фомичевой;3С1;Сходненская;
ID 99244989;homeowner;https://www.cian.ru/sale/flat/306063858/;Москва;sale;flat;4;5;3;72.2;18250000;Перово;Мартеновская ;6К3;Новогиреево;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/302345285/;Москва;sale;flat;1;12;3;71.5;18500000;Богородское;Малая Черкизовская ;66;Преображенская площадь;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/308359079/;Москва;sale;flat;2;16;3;68.4;18990000;Южное Бутово; Поляны;5Ак1;Улица Скобелевская;Столичные поляны
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307585490/;Москва;sale;flat;17;22;1;43.5;19200000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307771676/;Москва;sale;flat;12;14;3;79.5;19440000;Люблино; Головачева;27;Люблино;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306378692/;Москва;sale;flat;10;24;2;43.0;21000000;Готовая кв-ра в Даниловском е2-комн. квартира;43 м²;;;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302620165/;Москва;sale;flat;16;33;2;42.4;21000000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/307504573/;Москва;sale;flat;30;44;2;64.9;21500000;Покровское-Стрешнево;Строительный проезд;9С6;Трикотажная;Sky Garden
ID 58831113;homeowner;https://www.cian.ru/sale/flat/303119261/;Москва;sale;flat;11;12;3;65.5;22000000;Басманный;Бакунинская ;43/55;Бауманская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304952945/;Москва;sale;flat;11;20;1;44.0;22490000;Левобережный;;В3;Беломорская;Акватория ЖК
Яна Калашникова;realtor;https://www.cian.ru/sale/flat/300511201/;Москва;sale;flat;2;12;2;57.0;24300000;Кунцево;Бобруйская ;15/1;Молодёжная;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307776114/;Москва;sale;flat;6;17;3;73.6;24500000;Богородское;Краснобогатырская ;79;Преображенская площадь;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/305282187/;Москва;sale;flat;15;25;2;73.0;25500000;Раменки; Лобачевского;118к2;Аминьевская;Лобачевский
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/308862796/;Москва;sale;flat;13;20;1;48.9;26500000;Раменки; Василия Ланового;3;Аминьевская;Событие
Estes;real_estate_agent;https://www.cian.ru/sale/flat/308894978/;Москва;sale;flat;13;17;2;67.7;27700000;Даниловский; Трофимова;9К2;Автозаводская;
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/307089602/;Москва;sale;flat;31;40;2;79.1;30500000;Ховрино; Дыбенко;38к1;Ховрино;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/308618379/;Москва;sale;flat;20;21;2;61.9;31000000;Даниловский;бульвар Братьев Весниных;1;ЗИЛ;ЗИЛАРТ
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/299577441/;Москва;sale;flat;2;27;2;70.0;31880000;Лефортово;проезд Невельского;6к3;Авиамоторная;Символ
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/308872679/;Москва;sale;flat;9;20;2;73.7;32400000;Раменки; Василия Ланового;3;Аминьевская;Событие
Ольга Хабнер;realtor;https://www.cian.ru/sale/flat/305467920/;Москва;sale;flat;5;8;3;63.0;32500000;Ломоносовский; Крупской;13;Новаторская;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294303248/;Москва;sale;flat;40;59;-1;109.0;33000000;Ростокино;проспект Мира;188Бк3;Ростокино;Триколор
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307812448/;Москва;sale;flat;27;39;2;63.88;32990000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Пионер;developer;https://www.cian.ru/sale/flat/301460277/;Москва;sale;flat;16;39;1;37.2;33428069;Даниловский;;;Павелецкая;Хай Лайф ЖК
МГСН-Проспект Мира;real_estate_agent;https://www.cian.ru/sale/flat/307306069/;Москва;sale;flat;31;37;2;61.0;35490000;Обручевский;;3;Калужская;Эвер ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306826191/;Москва;sale;flat;4;4;2;75.7;35900000;Марьина роща;проезд 12-й Марьиной рощи;8С2;Марьина Роща;Лофт-квартал Studio #12
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303869522/;Москва;sale;flat;35;38;-1;107.0;36000000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/284452564/;Москва;sale;flat;15;28;3;83.2;36000000;Нагатино-Садовники;Варшавское шоссе;37АК1С4;Нагатинская;Rotterdam
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/306825825/;Москва;sale;flat;2;23;2;74.6;36000000;Хорошево-Мневники;проезд Проектируемый № 1074;1;Терехово ;Остров
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304787082/;Москва;sale;flat;5;17;2;49.0;36800000;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306901618/;Москва;sale;flat;5;23;3;69.1;37500000;Хорошево-Мневники;Карамышевская набережная;34;Народное Ополчение;Wellton park
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299166255/;Москва;sale;flat;6;24;3;72.2;37500000;Хорошевский;Хорошевское шоссе;25Б;Полежаевская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293510493/;Москва;sale;flat;8;22;2;87.2;38000000;Раменки; Пырьева;9К1;Поклонная;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307391139/;Москва;sale;flat;7;17;4;93.0;38000000;Даниловский; Виктора Маслова;2;Автозаводская;RiverSky
Estes;real_estate_agent;https://www.cian.ru/sale/flat/306885429/;Москва;sale;flat;18;26;3;79.6;38000000;Обручевский; Новаторов;4К5;Новаторская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296565916/;Москва;sale;flat;4;8;2;65.0;39900000;Тверской;Благовещенский переулок;5;Маяковская;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/295443265/;Москва;sale;flat;52;58;-1;128.0;40000000;Ростокино;проспект Мира;188Бк1;Ростокино;Триколор
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/306829933/;Москва;sale;flat;5;9;3;68.3;43000000;Арбат;Смоленская ;10;Смоленская;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/308111518/;Москва;sale;flat;14;15;2;59.2;43500000;Нагатинский затон; Корабельная;15;Нагатинский Затон;Ривер Парк Коломенское
Максим Годунов;realtor;https://www.cian.ru/sale/flat/299401850/;Москва;sale;flat;23;25;3;140.0;45000000;Очаково-Матвеевское;Мичуринский проспект;80;Озёрная;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298970418/;Москва;sale;flat;6;25;4;98.0;46000000;Раменки; Янковского;1к2;Аминьевская;Событие
AR Realty - Real Estate Agency;real_estate_agent;https://www.cian.ru/sale/flat/303280779/;Москва;sale;flat;11;20;3;117.1;46500000;Свиблово;проезд Серебрякова;11к1;Ботанический сад;Silver
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307751811/;Москва;sale;flat;3;8;2;57.0;46900000;Тверской;Тверская ;17;Пушкинская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296485274/;Москва;sale;flat;2;15;2;74.0;48000000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300368969/;Москва;sale;flat;37;46;4;110.0;47800000;Даниловский;Дубининская ;59А;Павелецкая;Павелецкая Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308952209/;Москва;sale;flat;1;10;3;125.4;50000000;Мещанский;Олимпийский проспект;10К3;Достоевская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306167206/;Москва;sale;flat;1;14;4;129.0;54000000;Левобережный;;С2;Беломорская;Акватория ЖК
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/296833235/;Москва;sale;flat;22;23;3;163.0;56000000;Проспект Вернадского;Ленинский проспект;116К1;Новаторская;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/308761005/;Москва;sale;flat;5;28;4;158.0;57000000;Можайский;Можайское шоссе;36;Рабочий посёлок;
RND;real_estate_agent;https://www.cian.ru/sale/flat/306496015/;Москва;sale;flat;4;14;4;89.2;57000000;Раменки;проспект Генерала Дорохова;39к2М;Минская;Собрание клубных домов West Garden
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293449159/;Москва;sale;flat;20;36;4;123.0;58700000;Беговой;Ленинградский проспект;34А;Динамо;Комплекс апартаментов Alcon Tower
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306167204/;Москва;sale;flat;12;14;4;125.2;59500000;Левобережный;;С2;Беломорская;Акватория ЖК
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/304146073/;Москва;sale;flat;8;12;3;100.0;63000000;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298466120/;Москва;sale;flat;12;12;3;81.2;65900000;Сокол; Врубеля;4к1;Сокол;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291597053/;Москва;sale;flat;5;6;3;78.1;72069299;Тверской;1-я Тверская-Ямская ;18;Маяковская;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/305910950/;Москва;sale;flat;4;11;2;67.4;72000000;Дорогомилово; Братьев Фонченко;вл3;Поклонная;Victory Park Residences
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307132756/;Москва;sale;flat;4;11;3;72.5;75000000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
TROIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/305597537/;Москва;sale;flat;9;14;3;104.0;78000000;Дорогомилово;Большая Дорогомиловская ;4;Киевская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/301897182/;Москва;sale;flat;22;23;3;152.0;82000000;Покровское-Стрешнево;Иваньковское шоссе;5;Щукинская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304865144/;Москва;sale;flat;3;12;2;66.0;82000000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307317182/;Москва;sale;flat;17;20;4;124.0;85000000;Левобережный;Ленинградское шоссе;69к2;Беломорская;Aquatoria
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/305002437/;Москва;sale;flat;8;14;3;125.2;96500000;Стильная кв-ра в Пресненском е3-комн. квартира;8/14 этаж;;;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/305681045/;Москва;sale;flat;3;10;3;110.0;97500000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/308898632/;Москва;sale;flat;11;13;4;141.0;98000000;Пресненский;Большая Садовая ;5к1;Маяковская;Квартал апартаментов Сады Пекина
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306789416/;Москва;sale;flat;4;5;3;111.2;99000000;Хамовники;Барыковский переулок;5;Кропоткинская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298657749/;Москва;sale;flat;22;22;5;161.0;104000000;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302778267/;Москва;sale;flat;2;11;3;135.0;110000000;Басманный;Казарменный переулок;3;Курская;Дом на Покровском бульваре
RND;real_estate_agent;https://www.cian.ru/sale/flat/300367025/;Москва;sale;flat;9;12;3;102.2;110000000;Раменки;проспект Генерала Дорохова;39к1Е;Минская;Собрание клубных домов West Garden
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299728876/;Москва;sale;flat;9;21;3;97.0;120000000;Пресненский; Костикова;4к2;Улица 1905 года;Lucky
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308350583/;Москва;sale;flat;14;20;3;132.5;125000000;Гагаринский; Косыгина;13к1;Воробьёвы горы;Фамильный дом Воробьево
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/305726162/;Москва;sale;flat;3;8;3;111.0;128750000;Раменки;Мосфильмовская ;1к3;Ломоносовский проспект;Вишневый сад
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/308450917/;Москва;sale;flat;4;8;4;160.0;135000000;Мещанский;Малый Сухаревский переулок;7;Цветной бульвар;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303594482/;Москва;sale;flat;15;22;4;226.3;139900000;Пресненский;Большой Тишинский переулок;10С1;Баррикадная;
Антон Ермолаев;realtor;https://www.cian.ru/sale/flat/304599863/;Москва;sale;flat;16;67;4;130.0;143000000;Пресненский;Краснопресненская набережная;14Ак1;Москва-Сити;Capital Towers
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380862/;Москва;sale;flat;5;5;4;234.0;150000000;Покровское-Стрешнево;Береговая ;8К1;Стрешнево;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295989074/;Москва;sale;flat;17;17;4;157.0;149500000;Хамовники;Большой Афанасьевский переулок;11-13;Кропоткинская;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/302531578/;Москва;sale;flat;2;27;4;145.3;150000000;Беговой;Верхняя ;20к1;Белорусская;Суббота
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293515347/;Москва;sale;flat;3;7;4;183.0;151825991;Тверской; Петровка;17С1;Трубная;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/277616861/;Москва;sale;flat;1;5;-1;284.0;156750000;Покровское-Стрешнево;Береговая ;8К1;Стрешнево;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/303584027/;Москва;sale;flat;2;13;3;120.0;160000000;Пресненский;2-я Черногрязская ;6к2;Улица 1905 года;RedSide
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294292628/;Москва;sale;flat;15;15;4;231.3;165858000;Тверской;4-я Тверская-Ямская ;22к2;Маяковская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306167198/;Москва;sale;flat;22;53;3;152.7;167970000;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308326146/;Москва;sale;flat;3;5;4;169.7;180000000;Пресненский;Большой Тишинский переулок;30/44с1;Улица 1905 года;Fantastic House
Webster;real_estate_agent;https://www.cian.ru/sale/flat/307272801/;Москва;sale;flat;4;6;-1;184.4;205000000;Тверской;Петровский бульвар;17/1;Пушкинская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380718/;Москва;sale;flat;4;5;4;183.6;211403279;Арбат;Большой Кисловский переулок;4С1;Александровский сад;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/304867035/;Москва;sale;flat;9;10;5;288.0;230000000;Замоскворечье;Большая Татарская ;7к1;Новокузнецкая;Четыре солнца
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/306781520/;Москва;sale;flat;2;17;5;242.0;240000000;Пресненский; Сергея Макеева;9к2;Улица 1905 года;RedSide
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306872863/;Москва;sale;flat;11;12;4;254.0;320000000;Пресненский;Шведский тупик;3;Тверская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298986004/;Москва;sale;flat;7;7;5;341.0;430000000;Хамовники;1-й Обыденский переулок;7;Кропоткинская;
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/307704672/;Москва;sale;flat;68;73;4;253.0;470000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298876213/;Москва;sale;flat;1;6;-1;530.0;1441385999;Хамовники;Молочный переулок;1;Парк Культуры;Молочный 1
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/305693861/;Москва;sale;flat;22;22;1;15.8;7890000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308783142/;Москва;sale;flat;22;22;1;15.8;7890000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525822/;Москва;sale;flat;22;22;1;14.3;8280000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/305630536/;Москва;sale;flat;22;22;-1;14.3;8280000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ONE Company;real_estate_agent;https://www.cian.ru/sale/flat/308100205/;Москва;sale;flat;22;22;1;14.3;8280000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525819/;Москва;sale;flat;22;22;1;19.4;8380000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294621795/;Москва;sale;flat;22;22;1;19.4;8780000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/296124514/;Москва;sale;flat;22;22;1;17.2;8780000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525825/;Москва;sale;flat;22;22;1;17.2;8780000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/305694039/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525823/;Москва;sale;flat;22;22;1;16.0;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/307447871/;Москва;sale;flat;22;22;-1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ID 96167522;realtor;https://www.cian.ru/sale/flat/299789842/;Москва;sale;flat;9;9;1;36.9;8850000;Люблино; Верхние Поля;27С2;Братиславская;
ID 113238809;homeowner;https://www.cian.ru/sale/flat/308185428/;Москва;sale;flat;8;9;2;35.3;8888888;;;к25;Крёкшино;Новое Внуково ЖК
ONE Company;real_estate_agent;https://www.cian.ru/sale/flat/300171400/;Москва;sale;flat;22;22;1;17.2;9110000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Ирина Василевская;realtor;https://www.cian.ru/sale/flat/272828990/;Москва;sale;flat;6;17;1;38.0;9350000;; Авиаконструктора Петлякова;7;Пыхтино;Солнцево парк
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308112517/;Москва;sale;flat;10;17;1;41.0;9700000;;;20;Бачуринская;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/305694241/;Москва;sale;flat;22;22;1;20.0;9770000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Виктория Грудько;realtor;https://www.cian.ru/sale/flat/308153896/;Москва;sale;flat;4;8;1;33.0;12800000;Теплый Стан;Профсоюзная ;136К4;Коньково;
Основа;developer;https://www.cian.ru/sale/flat/292153830/;Москва;sale;flat;14;28;-1;32.1;13321500;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/308657571/;Москва;sale;flat;2;5;2;43.7;16000000;Фили-Давыдково;Кутузовский проспект;69К2;Кунцевская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/306371748/;Москва;sale;flat;5;9;2;45.0;15990000;Ломоносовский; Гарибальди;4К5;Новаторская;
ID 73038306;real_estate_agent;https://www.cian.ru/sale/flat/307113976/;Москва;sale;flat;4;9;2;45.0;17490000;Войковский; Зои и Александра Космодемьянских;11;Войковская;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/307619147/;Москва;sale;flat;19;22;1;43.0;17900000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308564452/;Москва;sale;flat;8;12;2;38.3;18315000;Хорошевский; Куусинена;6К10;Полежаевская;
Tekta Group;developer;https://www.cian.ru/sale/flat/303506233/;Москва;sale;flat;8;28;1;39.7;18464470;Нагорный;;1;Нагорная;Твелв ЖК
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307590623/;Москва;sale;flat;18;22;1;43.4;19500000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/296060335/;Москва;sale;flat;51;53;2;37.4;19500000;Очаково-Матвеевское;;к1;Мичуринский проспект;Левел Мичуринский ЖК
BERI;real_estate_agent;https://www.cian.ru/sale/flat/305924959/;Москва;sale;flat;4;5;2;53.9;19790000;Ломоносовский; Строителей;5К4;Университет;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308405573/;Москва;sale;flat;12;12;3;64.1;19999990;Академический;Большая Черемушкинская ;20К2;Академическая;
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/308421741/;Москва;sale;flat;13;17;2;52.2;19950000;Теплый Стан;Ленинский проспект;127;Тропарёво;
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303789273/;Москва;sale;flat;11;34;1;46.4;19990000;Обручевский; Архитектора Власова;71к2;Воронцовская;Ever
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308633321/;Москва;sale;flat;7;25;2;62.9;20500000;Покровское-Стрешнево; Большая Набережная;19к3;Тушинская;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/308490659/;Москва;sale;flat;12;12;1;42.06;20600000;Покровское-Стрешнево;Летная ;95Бк2;Спартак;ÁLIA
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294961532/;Москва;sale;flat;17;38;-1;63.0;21000000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/307086036/;Москва;sale;flat;9;10;3;73.0;21300000;Можайский;Можайское шоссе;32;Рабочий посёлок;
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308467163/;Москва;sale;flat;5;14;2;48.25;21999000;Даниловский;Симоновская набережная;вл2Ас5;Автозаводская;FORIVER
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/304472095/;Москва;sale;flat;3;22;2;58.0;22800000;Хорошево-Мневники;3-я Хорошевская ;17А;Зорге;Вереск
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308089960/;Москва;sale;flat;3;9;3;57.9;23190000;Нагатинский затон;Кленовый бульвар;22;Коломенская;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/306756745/;Москва;sale;flat;18;27;2;60.0;23000000;Лефортово; Крузенштерна;10к1;Авиамоторная;Символ
Ольга Медведева;realtor;https://www.cian.ru/sale/flat/308178641/;Москва;sale;flat;19;24;2;60.0;23200000;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304119233/;Москва;sale;flat;8;24;2;45.2;23300000;Хорошево-Мневники;Шелепихинская набережная;40к2;Народное Ополчение;Sydney City
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/304298307/;Москва;sale;flat;13;24;1;42.9;24000000;Хорошевский;Хорошевское шоссе;25Ак1;Полежаевская;Династия
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/308768570/;Москва;sale;flat;14;48;1;42.0;24500000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308567756/;Москва;sale;flat;6;12;2;49.9;24740000;Филевский парк;Кастанаевская ;7;Багратионовская;
Анна Романова;realtor;https://www.cian.ru/sale/flat/306101401/;Москва;sale;flat;11;24;2;61.4;24990000;Отрадное; Римского-Корсакова;11к4;Отрадное;Римского-Корсакова 11
BERI;real_estate_agent;https://www.cian.ru/sale/flat/305314134/;Москва;sale;flat;10;16;3;65.7;24990000;Таганский;Библиотечная ;13;Площадь Ильича;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308803035/;Москва;sale;flat;3;8;2;57.7;25499000;Гагаринский;Ленинский проспект;57;Вавиловская;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/308912854/;Москва;sale;flat;2;9;2;64.0;27200000;Лефортово;Красноказарменная ;14Ак4;Авиамоторная;Лефортово парк
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298676886/;Москва;sale;flat;26;38;-1;109.0;27900000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/299215919/;Москва;sale;flat;9;21;2;56.9;28999000;Хорошевский; Зорге;9Ак1;Зорге;Зорге 9
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/302359178/;Москва;sale;flat;25;31;3;73.91;29700000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/308751301/;Москва;sale;flat;13;25;3;91.0;29990000;Лосиноостровский;Тайнинская ;9;Медведково;Нормандия
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/297359190/;Москва;sale;flat;11;20;2;64.0;30000000;Хорошево-Мневники; Шеногина;2;Шелепиха;Sydney City
